2016-02-22 22:56:23,674 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring:NonSpring:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/NonSpring/pom.xml.
2016-03-29 00:17:04,186 [Worker-132] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:17:04,186 [Worker-132] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:17:04,186 [Worker-132] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:24:05,413 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:24:05,414 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:24:05,414 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:24:05,414 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:24:34,496 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:24:34,497 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:24:34,497 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:24:34,498 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:25:21,805 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:25:21,805 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:25:21,805 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:25:21,806 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:25:45,526 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:25:45,526 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:25:45,527 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:25:45,527 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:26:19,821 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:19,822 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:26:19,823 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:19,823 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:26:23,691 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:23,691 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:26:23,692 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:23,692 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:26:59,580 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:59,580 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:26:59,581 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:26:59,582 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:27:06,180 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:27:06,180 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:27:06,181 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:27:06,181 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 00:28:42,372 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:28:42,373 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 00:28:42,373 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 00:28:42,373 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:30:27,863 [Worker-163] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.example.spring.data:SpringData:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/pom.xml.
2016-03-29 22:31:03,369 [Worker-167] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:31:03,388 [Worker-167] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /SimpleJDBC/src/main/java
2016-03-29 22:31:03,388 [Worker-167] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /SimpleJDBC/src/main/resources
2016-03-29 22:31:03,390 [Worker-167] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /SimpleJDBC/src/test/java
2016-03-29 22:31:03,390 [Worker-167] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /SimpleJDBC/src/test/resources
2016-03-29 22:31:03,536 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:31:03,537 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:31:03,537 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:31:03,538 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:31:03,552 [Worker-164] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.example.spring.data:SpringData:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/pom.xml.
2016-03-29 22:31:03,560 [Worker-164] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:31:04,600 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:31:04,600 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:31:04,601 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:31:04,601 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:33:37,383 [Worker-163] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:33:38,117 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring/3.0.5.RELEASE/spring-3.0.5.RELEASE.pom
2016-03-29 22:33:38,119 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring:jar:3.0.5.RELEASE is missing, no dependency information available
2016-03-29 22:33:38,296 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.9/mysql-connector-java-5.1.9.pom
2016-03-29 22:33:38,332 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.9/mysql-connector-java-5.1.9.pom
2016-03-29 22:33:38,367 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring/3.0.5.RELEASE/spring-3.0.5.RELEASE.jar
2016-03-29 22:33:38,584 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.9/mysql-connector-java-5.1.9.jar
2016-03-29 22:33:38,868 [Worker-163] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.9/mysql-connector-java-5.1.9.jar
2016-03-29 22:33:38,902 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:33:38,902 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:33:38,902 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:33:38,902 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:33:54,674 [Worker-167] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC
2016-03-29 22:33:54,674 [Worker-167] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-29 22:34:24,536 [Worker-163] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:34:24,557 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:34:24,557 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:34:24,558 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:34:24,558 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:34:25,678 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:34:25,679 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:34:25,679 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:34:25,679 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:20,019 [Worker-165] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:36:20,051 [Worker-165] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:20,051 [Worker-165] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:20,051 [Worker-165] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:20,051 [Worker-165] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:21,176 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:21,176 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:21,177 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:21,177 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:25,075 [Worker-164] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SimpleJDBC:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC/pom.xml.
2016-03-29 22:36:25,097 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:25,097 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:36:25,098 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:36:25,098 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:37:17,813 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:37:17,813 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:37:17,813 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:37:17,814 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:00,309 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:00,310 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:00,310 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:00,310 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:16,776 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:16,776 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:16,777 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:16,777 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:34,053 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:34,053 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:34,053 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:34,054 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:47,687 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:47,687 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:38:47,687 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:38:47,688 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:39:16,554 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:39:16,555 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2016-03-29 22:39:16,556 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:39:16,557 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:39:45,347 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:39:45,348 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:39:45,348 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:39:45,348 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:40:21,416 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:40:21,416 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:40:21,417 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:40:21,417 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:41:28,781 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:41:28,781 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 22:41:28,782 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:41:28,782 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:41:53,063 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:41:53,063 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 22:41:53,064 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:41:53,064 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:42:02,726 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:42:02,726 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:42:02,727 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:42:02,727 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:42:08,840 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:42:08,841 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:42:08,841 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:42:08,841 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:43:23,296 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:43:23,297 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 22:43:23,298 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:43:23,298 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:45:47,219 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:45:47,219 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:45:47,220 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:45:47,220 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:46:10,965 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:46:10,965 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:46:10,965 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:46:10,966 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:46:48,052 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:46:48,052 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:46:48,053 [Worker-168] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:46:48,053 [Worker-168] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:47:02,535 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:47:02,535 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 22:47:02,536 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:47:02,536 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 22:57:28,723 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:57:28,724 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 22:57:28,725 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 22:57:28,725 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:00:45,147 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:00:45,148 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-03-29 23:00:45,149 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:00:45,149 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:01:00,745 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:01:00,745 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:01:00,746 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:01:00,746 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:01:11,274 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:01:11,275 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:01:11,275 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-29 23:01:11,275 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-29 23:01:24,116 [Worker-174] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SimpleJDBC
2016-03-29 23:01:24,116 [Worker-174] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
